updated_url,doi
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04280,https://doi.org/10.3886/ICPSR04280.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04281,https://doi.org/10.3886/ICPSR04281.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04282,https://doi.org/10.3886/ICPSR04282.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04284,https://doi.org/10.3886/ICPSR04284.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04285,https://doi.org/10.3886/ICPSR04285.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04286,https://doi.org/10.3886/ICPSR04286.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04287,https://doi.org/10.3886/ICPSR04287.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04288,https://doi.org/10.3886/ICPSR04288.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04289,https://doi.org/10.3886/ICPSR04289.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04290,https://doi.org/10.3886/ICPSR04290.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04291,https://doi.org/10.3886/ICPSR04291.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04292,https://doi.org/10.3886/ICPSR04292.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04293,https://doi.org/10.3886/ICPSR04293.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04294,https://doi.org/10.3886/ICPSR04294.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04149,https://doi.org/10.3886/ICPSR04149.v8
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04193,https://doi.org/10.3886/ICPSR04193.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04194,https://doi.org/10.3886/ICPSR04194.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04195,https://doi.org/10.3886/ICPSR04195.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04196,https://doi.org/10.3886/ICPSR04196.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04197,https://doi.org/10.3886/ICPSR04197.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04198,https://doi.org/10.3886/ICPSR04198.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04199,https://doi.org/10.3886/ICPSR04199.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04134,https://doi.org/10.3886/ICPSR04134.v6
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04214,https://doi.org/10.3886/ICPSR04214.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04158,https://doi.org/10.3886/ICPSR04158.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04146,https://doi.org/10.3886/ICPSR04146.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04182,https://doi.org/10.3886/ICPSR04182.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04133,https://doi.org/10.3886/ICPSR04133.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04192,https://doi.org/10.3886/ICPSR04192.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04185,https://doi.org/10.3886/ICPSR04185.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04188,https://doi.org/10.3886/ICPSR04188.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04189,https://doi.org/10.3886/ICPSR04189.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04190,https://doi.org/10.3886/ICPSR04190.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04191,https://doi.org/10.3886/ICPSR04191.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04255,https://doi.org/10.3886/ICPSR04255.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04242,https://doi.org/10.3886/ICPSR04242.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03813,https://doi.org/10.3886/ICPSR03813.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03814,https://doi.org/10.3886/ICPSR03814.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03817,https://doi.org/10.3886/ICPSR03817.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03819,https://doi.org/10.3886/ICPSR03819.v5
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03820,https://doi.org/10.3886/ICPSR03820.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03821,https://doi.org/10.3886/ICPSR03821.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03822,https://doi.org/10.3886/ICPSR03822.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03823,https://doi.org/10.3886/ICPSR03823.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03824,https://doi.org/10.3886/ICPSR03824.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03825,https://doi.org/10.3886/ICPSR03825.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03826,https://doi.org/10.3886/ICPSR03826.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03827,https://doi.org/10.3886/ICPSR03827.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03828,https://doi.org/10.3886/ICPSR03828.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03829,https://doi.org/10.3886/ICPSR03829.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03832,https://doi.org/10.3886/ICPSR03832.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03833,https://doi.org/10.3886/ICPSR03833.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03834,https://doi.org/10.3886/ICPSR03834.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03835,https://doi.org/10.3886/ICPSR03835.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03836,https://doi.org/10.3886/ICPSR03836.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03838,https://doi.org/10.3886/ICPSR03838.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03839,https://doi.org/10.3886/ICPSR03839.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03840,https://doi.org/10.3886/ICPSR03840.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03841,https://doi.org/10.3886/ICPSR03841.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03842,https://doi.org/10.3886/ICPSR03842.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/03843,https://doi.org/10.3886/ICPSR03843.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04334,https://doi.org/10.3886/ICPSR04334.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04338,https://doi.org/10.3886/ICPSR04338.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04339,https://doi.org/10.3886/ICPSR04339.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04341,https://doi.org/10.3886/ICPSR04341.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04347,https://doi.org/10.3886/ICPSR04347.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04348,https://doi.org/10.3886/ICPSR04348.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04349,https://doi.org/10.3886/ICPSR04349.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04350,https://doi.org/10.3886/ICPSR04350.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04351,https://doi.org/10.3886/ICPSR04351.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04352,https://doi.org/10.3886/ICPSR04352.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04353,https://doi.org/10.3886/ICPSR04353.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04354,https://doi.org/10.3886/ICPSR04354.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04357,https://doi.org/10.3886/ICPSR04357.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04358,https://doi.org/10.3886/ICPSR04358.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04359,https://doi.org/10.3886/ICPSR04359.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04370,https://doi.org/10.3886/ICPSR04370.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04371,https://doi.org/10.3886/ICPSR04371.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04372,https://doi.org/10.3886/ICPSR04372.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04373,https://doi.org/10.3886/ICPSR04373.v4
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04375,https://doi.org/10.3886/ICPSR04375.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04379,https://doi.org/10.3886/ICPSR04379.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04117,https://doi.org/10.3886/ICPSR04117.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04360,https://doi.org/10.3886/ICPSR04360.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04361,https://doi.org/10.3886/ICPSR04361.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04363,https://doi.org/10.3886/ICPSR04363.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04364,https://doi.org/10.3886/ICPSR04364.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04365,https://doi.org/10.3886/ICPSR04365.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04366,https://doi.org/10.3886/ICPSR04366.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04368,https://doi.org/10.3886/ICPSR04368.v4
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04429,https://doi.org/10.3886/ICPSR04429.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04431,https://doi.org/10.3886/ICPSR04431.v11
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04432,https://doi.org/10.3886/ICPSR04432.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04433,https://doi.org/10.3886/ICPSR04433.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04434,https://doi.org/10.3886/ICPSR04434.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04436,https://doi.org/10.3886/ICPSR04436.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04437,https://doi.org/10.3886/ICPSR04437.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04439,https://doi.org/10.3886/ICPSR04439.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04440,https://doi.org/10.3886/ICPSR04440.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04442,https://doi.org/10.3886/ICPSR04442.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04443,https://doi.org/10.3886/ICPSR04443.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04444,https://doi.org/10.3886/ICPSR04444.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04445,https://doi.org/10.3886/ICPSR04445.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04446,https://doi.org/10.3886/ICPSR04446.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04447,https://doi.org/10.3886/ICPSR04447.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04448,https://doi.org/10.3886/ICPSR04448.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04449,https://doi.org/10.3886/ICPSR04449.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04455,https://doi.org/10.3886/ICPSR04455.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04457,https://doi.org/10.3886/ICPSR04457.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04459,https://doi.org/10.3886/ICPSR04459.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04460,https://doi.org/10.3886/ICPSR04460.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04461,https://doi.org/10.3886/ICPSR04461.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04462,https://doi.org/10.3886/ICPSR04462.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04463,https://doi.org/10.3886/ICPSR04463.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04464,https://doi.org/10.3886/ICPSR04464.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07728,https://doi.org/10.3886/ICPSR07728.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07733,https://doi.org/10.3886/ICPSR07733.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07735,https://doi.org/10.3886/ICPSR07735.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07736,https://doi.org/10.3886/ICPSR07736.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07737,https://doi.org/10.3886/ICPSR07737.v4
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07739,https://doi.org/10.3886/ICPSR07739.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07740,https://doi.org/10.3886/ICPSR07740.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07741,https://doi.org/10.3886/ICPSR07741.v4
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07744,https://doi.org/10.3886/ICPSR07744.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07748,https://doi.org/10.3886/ICPSR07748.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07750,https://doi.org/10.3886/ICPSR07750.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07751,https://doi.org/10.3886/ICPSR07751.v5
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07752,https://doi.org/10.3886/ICPSR07752.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07753,https://doi.org/10.3886/ICPSR07753.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07786,https://doi.org/10.3886/ICPSR07786.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07790,https://doi.org/10.3886/ICPSR07790.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07796,https://doi.org/10.3886/ICPSR07796.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07798,https://doi.org/10.3886/ICPSR07798.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07799,https://doi.org/10.3886/ICPSR07799.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07804,https://doi.org/10.3886/ICPSR07804.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07805,https://doi.org/10.3886/ICPSR07805.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07807,https://doi.org/10.3886/ICPSR07807.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07811,https://doi.org/10.3886/ICPSR07811.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07812,https://doi.org/10.3886/ICPSR07812.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07815,https://doi.org/10.3886/ICPSR07815.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07820,https://doi.org/10.3886/ICPSR07820.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07822,https://doi.org/10.3886/ICPSR07822.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07835,https://doi.org/10.3886/ICPSR07835.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07838,https://doi.org/10.3886/ICPSR07838.v4
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07839,https://doi.org/10.3886/ICPSR07839.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07845,https://doi.org/10.3886/ICPSR07845.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07851,https://doi.org/10.3886/ICPSR07851.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07852,https://doi.org/10.3886/ICPSR07852.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07853,https://doi.org/10.3886/ICPSR07853.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07685,https://doi.org/10.3886/ICPSR07685.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07686,https://doi.org/10.3886/ICPSR07686.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07687,https://doi.org/10.3886/ICPSR07687.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07689,https://doi.org/10.3886/ICPSR07689.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07694,https://doi.org/10.3886/ICPSR07694.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07696,https://doi.org/10.3886/ICPSR07696.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07697,https://doi.org/10.3886/ICPSR07697.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07701,https://doi.org/10.3886/ICPSR07701.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07702,https://doi.org/10.3886/ICPSR07702.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07704,https://doi.org/10.3886/ICPSR07704.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07706,https://doi.org/10.3886/ICPSR07706.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07708,https://doi.org/10.3886/ICPSR07708.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07709,https://doi.org/10.3886/ICPSR07709.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07710,https://doi.org/10.3886/ICPSR07710.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07711,https://doi.org/10.3886/ICPSR07711.v4
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07712,https://doi.org/10.3886/ICPSR07712.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07713,https://doi.org/10.3886/ICPSR07713.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07714,https://doi.org/10.3886/ICPSR07714.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07715,https://doi.org/10.3886/ICPSR07715.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07716,https://doi.org/10.3886/ICPSR07716.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07727,https://doi.org/10.3886/ICPSR07727.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07779,https://doi.org/10.3886/ICPSR07779.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07657,https://doi.org/10.3886/ICPSR07657.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07644,https://doi.org/10.3886/ICPSR07644.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07593,https://doi.org/10.3886/ICPSR07593.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/20120,https://doi.org/10.3886/ICPSR20120.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/20160,https://doi.org/10.3886/ICPSR20160.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/20180,https://doi.org/10.3886/ICPSR20180.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/20200,https://doi.org/10.3886/ICPSR20200.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/20220,https://doi.org/10.3886/ICPSR20220.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/20221,https://doi.org/10.3886/ICPSR20221.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/20240,https://doi.org/10.3886/ICPSR20240.v8
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13573,https://doi.org/10.3886/ICPSR13573.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13574,https://doi.org/10.3886/ICPSR13574.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13650,https://doi.org/10.3886/ICPSR13650.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13674,https://doi.org/10.3886/ICPSR13674.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13676,https://doi.org/10.3886/ICPSR13676.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13677,https://doi.org/10.3886/ICPSR13677.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13678,https://doi.org/10.3886/ICPSR13678.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13680,https://doi.org/10.3886/ICPSR13680.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13681,https://doi.org/10.3886/ICPSR13681.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13682,https://doi.org/10.3886/ICPSR13682.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13684,https://doi.org/10.3886/ICPSR13684.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13686,https://doi.org/10.3886/ICPSR13686.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13687,https://doi.org/10.3886/ICPSR13687.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13689,https://doi.org/10.3886/ICPSR13689.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13691,https://doi.org/10.3886/ICPSR13691.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13692,https://doi.org/10.3886/ICPSR13692.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13693,https://doi.org/10.3886/ICPSR13693.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13694,https://doi.org/10.3886/ICPSR13694.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13695,https://doi.org/10.3886/ICPSR13695.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13696,https://doi.org/10.3886/ICPSR13696.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13703,https://doi.org/10.3886/ICPSR13703.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13704,https://doi.org/10.3886/ICPSR13704.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13709,https://doi.org/10.3886/ICPSR13709.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13711,https://doi.org/10.3886/ICPSR13711.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13714,https://doi.org/10.3886/ICPSR13714.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13719,https://doi.org/10.3886/ICPSR13719.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13721,https://doi.org/10.3886/ICPSR13721.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13728,https://doi.org/10.3886/ICPSR13728.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13733,https://doi.org/10.3886/ICPSR13733.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13734,https://doi.org/10.3886/ICPSR13734.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13735,https://doi.org/10.3886/ICPSR13735.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13736,https://doi.org/10.3886/ICPSR13736.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13739,https://doi.org/10.3886/ICPSR13739.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13740,https://doi.org/10.3886/ICPSR13740.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13741,https://doi.org/10.3886/ICPSR13741.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/13744,https://doi.org/10.3886/ICPSR13744.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/20102,https://doi.org/10.3886/ICPSR20102.v2
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/09629,https://doi.org/10.3886/ICPSR09629.v1
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/09805,https://doi.org/10.3886/ICPSR09805.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/09028,https://doi.org/10.3886/ICPSR09028.v7
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/08896,https://doi.org/10.3886/ICPSR08896.v3
https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/08864,https://doi.org/10.3886/ICPSR08864.v7
